text,label
a vivid thoughtful unapologetically raw coming of age tale full of sex drug and rock n roll,1
you wouldn t want to live waydowntown but it is a hilarious place to visit,1
film are made of little moment changing lane try for more it doesn t reach them but the effort is gratefully received,1
when the movie mix the cornpone and the cosa nostra it find a nice rhythm,1
the story is a rather simplistic one grief drive her love drive him and a second chance to find love in the most unlikely place it struck a chord in me,1
terrific casting and solid execution give all three story life,1
a hard look at one man s occupational angst and it subsequent reinvention a terrifying study of bourgeois desperation worthy of claude chabrol,1
neatly constructed thriller,1
ramsay visually transforms the dreary expanse of dead end distaste the character inhabit into a poem of art music and metaphor,1
frequent flurry of creative belly laugh and genuinely enthusiastic performance keep the movie slaloming through it hackneyed element with enjoyable ease,1
at it best this is grand scale moviemaking for a larger than life figure an artist who ha been awarded mythic status in contemporary culture,1
possession based on the book by a s byatt demand that labute deal with the subject of love head on trading in his cynicism for reverence and a little wit,1
the plot of the comeback curler isn t very interesting actually but what i like about men with broom and what is kind of special is how the film know what s unique and quirky about canadian,1
minute into the film you ll be white knuckled and unable to look away,1
it s a beautiful film full of elaborate and twisted character and it s also pretty funny,1
could this be the first major studio production shot on video tape instead of film,1
not since ghostbusters ha a film used manhattan s architecture in such a gloriously goofy way,1
a tricky and satisfying a any of david mamet s airless cinematic shell game,1
the universal theme of becoming a better person through love ha never been filmed more irresistibly than in baran,1
cube s charisma and chemistry compensate for corniness and cliche,1
with lesser talent high crime would be entertaining but forgettable with freeman and judd i ll at least remember their character,1
a a director paxton is surprisingly brilliant deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head trip,1
the film is filled with humorous observation about the general absurdity of modern life a seen through the eye outsider but deftly manages to avoid many of the condescending stereotype that so often plague film dealing with the mentally ill,1
daughter from danang stick with it subject a little longer and tell a deeper story,1
a coming of age film that avoids the cartoonish cliche and sneering humor of the genre a it provides a fresh view of an old type the uncertain girl on the brink of womanhood,1
the faithful will enjoy this sometimes wry adaptation of v s naipaul s novel but newcomer may find themselves stifling a yawn or two during the first hour,1
a distinguished and thoughtful film marked by acute writing and a host of splendid performance,1
barry convinces u he s a dangerous secretly unhinged guy who could easily have killed a president because it made him feel powerful,1
take you by the face stroke your cheek and coo beseechingly at you slow down shake off your tension and take this picture at it own breezy distracted rhythm,1
i don t feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served even if it s a dish that s best served cold,1
it s a smart solid kinetically charged spy flick worthy of a couple hour of summertime and a bucket of popcorn nothing overly original mind you but solidly entertaining,1
changing lane is an anomaly for a hollywood movie it s a well written and occasionally challenging social drama that actually ha something interesting to say,1
borrows a bit from the classic wait until dark and extremity but in term of it style the movie is in a class by itself,1
because eight legged freak is partly an homage to them tarantula and other low budget b movie thriller of the s and s the movie is a silly but not sophomoric romp through horror and hellish condition,1
put a refreshing and comical spin on the all too familiar saga of the contemporary single woman,1
if you grew up on scooby you ll love this movie matthew lillard is born to play shaggy,1
intimate and panoramic,1
though filmed partly in canada paid in full ha clever way of capturing inner city life during the reagan year,1
spider man is better than any summer blockbuster we had to endure last summer and hopefully set the tone for a summer of good stuff if you re a comic fan you can t miss it if you re not you ll still have a good time,1
exciting documentary,1
this movie ha a strong message about never giving up on a loved one but it s not an easy movie to watch and will probably disturb many who see it,1
the movie is a trove of delight,1
excellent performance from jacqueline bisset and martha plimpton grace this deeply touching melodrama,1
in a summer of clone harvard man is something rare and riveting a wild ride that relies on more than special effect,1
while the humor is recognizably plympton he ha actually bothered to construct a real story this time,1
jolting into charleston rhythm the story ha the sizzle of old news that ha finally found the right vent accurate who care,1
an overly melodramatic but somewhat insightful french coming of age film,1
most thriller send audience out talking about specific scary scene or startling moment frailty leaf u with the terrifying message that the real horror may be waiting for u at home,1
close enough in spirit to it freewheeling trash cinema root to be a breath of fresh air,1
skillfully weave both the element of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise,1
damon brings the proper conviction to his role a jason bourne,1
for the most part it work beautifully a a movie without sacrificing the integrity of the opera,1
a played by ryan gosling danny is a frighteningly fascinating contradiction,1
this is not chabrol s best but even his lesser work outshine the best some director can offer,1
despite it flaw crazy a hell mark an encouraging new direction for la salle,1
you ll end up moved,1
if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera this oscar nominated documentary take you there,1
the woodman seems to have directly influenced this girl meet girl love story but even more reassuring is how it maker actually seem to understand what made allen s romantic comedy so pertinent and enduring,1
i loved the look of this film,1
it s the kind of movie that aside from robert altman spike lee the coen brother and a few others our moviemakers don t make often enough,1
those with a modicum of patience will find in these character foible a timeless and unique perspective,1
beautiful to watch and hold a certain charm,1
conversation may be a bit too enigmatic and overly ambitious to be fully successful but sprecher and her screenwriting partner and sister karen sprecher don t seem ever to run out of idea,1
the movie is our story a much a it is schmidt s no matter if it s viewed a a self reflection or cautionary tale,1
foster breathes life into a roll that could have otherwise been bland and run of the mill,1
quitting offer piercing domestic drama with spike of sly humor,1
some people want the ol ball and chain and then there are those who just want the ball and chain,1
barry give assassin a disquieting authority,1
it s refreshing to see a romance this smart,1
at it best and it doe have some very funny sequence looking for leonard reminds you just how comically subversive silence can be,1
a improbable a this premise may seem abbass s understated shining performance offer u the sense that on some elemental level lilia deeply want to break free of her old life,1
anyone who ever fantasized about space travel but can t afford the million ticket to ride a russian rocket should catch this imax offering,1
the turntable is now outselling the electric guitar,1
transforms one of shakespeare s deepest tragedy into a smart new comedy,1
an intelligent and deeply felt work about impossible irrevocable choice and the price of making them,1
it may sound like a mere disease of the week tv movie but a song for martin is made infinitely more wrenching by the performance of real life spouse seldahl and wollter,1
sayles is making a statement about the inability of dream and aspiration to carry forward into the next generation,1
a antonia is assimilated into this newfangled community the film settle in and becomes compulsively watchable in a guilty pleasure daytime drama sort of fashion,1
every once in a while a movie will come along that turn me into that annoying specimen of humanity that i usually dread encountering the most the fanboy,1
on it own staggeringly unoriginal term this gender bending comedy is generally quite funny,1
it s never dull and always look good,1
the tonal shift are jolting and though wen s message are profound and thoughtfully delivered more thorough transition would have made the film more cohesive,1
chicago pode ate ser um filme divertido e cativante como e ma acaba representando um passo que vai na direcao contraria a evolucao do musicais,1
a commander in chief of this film bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelon of the directing world,1
with wit and empathy to spare waydowntown acknowledges the silent scream of workaday inertia but stop short of indulging it character striving solipsism,1
all of it work smoothly under the direction of spielberg who doe a convincing impersonation here of a director enjoying himself immensely,1
the kind of sweet and sour insider movie that film buff will eat up like so much gelati,1
with bowling for columbine michael moore give u the perfect starting point for a national conversation about gun violence and fear,1
one of the year s most weirdly engaging and unpredictable character piece,1
one of the best inside show biz yarn ever,1
none of his actor stand out but that s le of a problem here than it would be in another film characterization matter le than atmosphere,1
a terrifically entertaining specimen of spielbergian sci fi,1
a rare and lightly entertaining look behind the curtain that separate comic from the people laughing in the crowd,1
solondz is so intent on hammering home his message that he forgets to make it entertaining,1
whatever heartwarming scene the impressively discreet filmmaker may have expected to record with their mini dv they show a remarkable ability to document both side of this emotional car wreck,1
it establishes it ominous mood and tension swiftly and if the suspense never rise to a higher level it is nevertheless maintained throughout,1
although what time offer tsai s usual style and theme it ha a more colorful more playful tone than his other film,1
a moving and stark reminder that the casualty of war reach much further than we imagine,1
a thoroughly engaging surprisingly touching british comedy,1
a sloppy amusing comedy that proceeds from a stunningly unoriginal premise,1
a rich and intelligent film that us it pulpy core conceit to probe question of attraction and interdependence and how the heart accomodates practical need it is an unstinting look at a collaboration between damaged people that may or may not qual,1
capture that perverse element of the kafkaesque where identity overnight is robbed and replaced with a persecuted other,1
the actor are simply too good and the story too intriguing for technical flaw to get in the way,1
an estrogen opera so intensely feminine that it serf a the antidote and cannier doppelganger to diesel s xxx flex a thon,1
imamura ha said that warm water under a red bridge is a poem to the enduring strength of woman it may also be the best sex comedy about environmental pollution ever made,1
it s a ripper of a yarn and i for one enjoyed the thrill of the chill naomi watt is terrific a rachel her petite frame and vulnerable persona emphasising her plight and isolation,1
a family film that contains some hefty thematic material on time death eternity and what is needed to live a rich and full life,1
with dickens word and writer director douglas mcgrath s even toned direction a ripping good yarn is told,1
exactly what it title implies lusty boisterous and utterly charming,1
the film is darkly funny in it observation of just how much more grueling and time consuming the illusion of work is than actual work,1
a smart compelling drama,1
a must see for fan of thoughtful war film and those interested in the sight and sound of battle,1
i found myself liking the film though in this case one man s treasure could prove to be another man s garbage,1
rogers s mouth never stop shut about the war between the sex and how to win the battle,1
deliberately and skillfully us ambiguity to suggest possibility which imbue the theme with added depth and resonance,1
it s all entertaining enough but don t look for any hefty anti establishment message in what is essentially a whip crack of a buddy movie that end with a whimper,1
nicholson s understated performance is wonderful a warren he stumble in search of all the emotion and life experience he s neglected over the year,1
despite it old hat set up and predictable plot empire still ha enough moment to keep it entertaining,1
another entertaining romp from robert rodriguez,1
it s not a classic spy action or buddy movie but it s entertaining enough and worth a look,1
i am more offended by his lack of faith in his audience than by anything on display here,1
a sharp satire of desperation and cinematic deception,1
tsai convincingly paint a specifically urban sense of disassociation here,1
if you can swallow it absurdity and crudity lagaan really is enormously good fun,1
an unorthodox little film noir organized crime story that includes one of the strangest love story you will ever see,1
a pleasing often funny comedy,1
a rare movie that make u re ass the basis for our life and evaluate what is truly ours in a world of meaningless activity,1
all three actress are simply dazzling particularly balk who s finally been given a part worthy of her considerable talent,1
an asian neo realist treasure,1
plummer steal the show without resorting to camp a nicholas wounded and wounding uncle ralph it s a great performance and a reminder of dickens grandeur,1
le a story than an inexplicable nightmare right down to the population s shrugging acceptance to each new horror,1
i am highly amused by the idea that we have come to a point in society where it ha been deemed important enough to make a film in which someone ha to be hired to portray richard dawson,1
a compassionate moving portrait of an american and an america always reaching for something just outside his grasp,1
estupendamente actuada sumamente emotiva y profundamente humana e una experiencia filmica imposible de olvidar,1
an original little film about one young woman s education,1
the film is about the relationship rather than about the outcome and it see those relationship including that between the son and his wife and the wife and the father and between the two brother with incredible subtlety and acumen,1
one of those terrific documentary that collect a bunch of people who are enthusiastic about something and then figure out how to make u share their enthusiasm,1
an instance of an old dog not only learning but inventing a remarkable new trick,1
rodriguez ha the chop of a smart aleck film school brat and the imagination of a big kid,1
amy and matthew have a bit of a phony relationship but the film work in spite of it,1
garcia and the other actor help make the wobbly premise work,1
it s surprisingly decent particularly for a tenth installment in a series,1
a fascinating unnerving examination of the delusion of one unstable man,1
good solid storytelling,1
it s no accident that the accidental spy is a solid action pic that return the martial art master to top form,1
leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller a dumb comedy or a sappy melodrama,1
the director mark pellington doe a terrific job conjuring up a sinister menacing atmosphere though unfortunately all the story give u is flashing red light a rattling noise and a bump on the head,1
heartwarming here relies le on forced air than on petter n delicate clever direction and a wonderful imaginative script by axel hellstenius,1
make the case for a strong education and good teacher being more valuable in the way they help increase an average student s self esteem and not strictly in the knowledge imparted,1
steer refreshingly clear of the usual cliche,1
home movie is a sweet treasure and something well worth your time,1
highly recommended viewing for it courage idea technical proficiency and great acting,1
the movie s thesis elegant technology for the mass is surprisingly refreshing,1
scott delivers a terrific performance in this fascinating portrait of a modern lothario,1
wallace is smart to vary the pitch of his movie balancing deafening battle scene with quieter domestic scene of woman back home receiving war department telegram,1
combine sharp comedy old fashioned monster movie atmospherics and genuine heart to create a film that s not merely about kicking undead but also about dealing with regret and ultimately finding redemption,1
while most film these day are about nothing this film seems to be about everything that s plaguing the human spirit in a relentlessly globalizing world,1
marshall put a suspenseful spin on standard horror flick formula,1
a lively an account a seinfeld is deadpan,1
though lan yu lack a sense of dramatic urgency the film make up for it with a pleasing verisimilitude,1
you may leave the theater with more question than answer but darned if your toe won t still be tapping,1
take any year old boy to see this picture and he ll be your slave for a year,1
but this is not a movie about an inhuman monster it s about a very human one,1
at time the guy tap into some powerful emotion but this kind of material is more effective on stage it s not a motion picture it s an utterly static picture,1
what make it worth watching is quaid s performance,1
soderbergh skim the fat from the film what s left is a rich stew of longing,1
it s the brilliant surfing photography bringing you right inside the massive wave that lift blue crush into one of the summer s most pleasurable movie,1
more of the same from taiwanese auteur tsai ming liang which is good news to anyone who s fallen under the sweet melancholy spell of this unique director s previous film,1
hatfield and hick make the oddest of couple and in this sense the movie becomes a study of the gamble of the publishing world offering a case study that exists apart from all the movie s political ramification,1
infidelity drama is nicely shot well edited and feature a standout performance by diane lane,1
best of all is garcia who perfectly portrays the desperation of a very insecure man,1
the filmmaker try to balance pointed often incisive satire and unabashed sweetness with result that are sometimes bracing sometimes baffling and quite often and in unexpected way touching,1
a sobering and powerful documentary about the most severe kind of personal loss rejection by one s mother,1
audacious impossible yet compelling,1
often overwrought and at time positively irritating the film turn into an engrossing thriller almost in spite of itself,1
humorous and heartfelt douglas mcgrath s version of nicholas nickleby left me feeling refreshed and hopeful not many movie have that kind of impact on me these day,1
a poignant lyricism run through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem,1
this is so de palma if you love him you ll like it if you don t well skip to another review,1
rouge is le about a superficial midlife crisis than it is about the need to stay in touch with your own skin at or,1
the moral shrapnel and mental shellshock will linger long after this film ha ended,1
o ultimo suspeito ganha forca ao tambem funcionar em uma esfera adicional a do drama familiar,1
unfolds in a series of achronological vignette whose cumulative effect is chilling,1
the movie enters a realm where few non porn film venture and come across a darkly funny energetic and surprisingly gentle,1
although the subject matter may still be too close to recent national event the film work mostly due to it superior cast of character,1
it s not going to be everyone s bag of popcorn but it definitely give you something to chew on,1
huppert and girardot give performance of exceptional honesty,1
it ha that rare quality of being able to creep the living hell out of you,1
a cautionary tale about the grandiosity of a college student who see himself a impervious to a fall,1
an infinitely wittier version of the home alone formula,1
feardotcom s thrill are all cheap but they mostly work,1
hayek throw herself into this dream hispanic role with a teeth clenching gusto she strike a potent chemistry with molina and she gradually make u believe she is kahlo,1
mr deed is a comedy go very silly and in the best way,1
you could love safe conduct laissez passer for being a subtitled french movie that is minute long you could hate it for the same reason,1
with we were soldier hollywood make a valiant attempt to tell a story about the vietnam war before the pathology set in,1
moore is like a progressive bull in a china shop a provocateur crashing into idea and special interest group a he slap together his own brand of liberalism,1
broomfield reveals an ironic manifestation of institutionalized slavery that tie a black owned record label with a white empowered police force,1
at just over an hour home movie will leave you wanting more not to mention leaving you with some laugh and a smile on your face,1
stuart s poor me persona need a whole bunch of snowball s cynicism to cut through the sugar coating but once the falcon arrives in the sky above manhattan the adventure is on red alert,1
there is greatness here,1
boast enough funny dialogue and sharp characterization to be mildly amusing,1
director juan jose campanella could have turned this into an argentine retread of iris or american beauty but instead pull a little from each film and creates something more beautiful than either of those film,1
if you love the music and i do it hard to imagine having more fun watching a documentary,1
nakata s technique is to imply terror by suggestion rather than the overuse of special effect,1
conversation about one thing is an intelligent flick that examines many different idea from happiness to guilt in an intriguing bit of storytelling,1
satin rouge is not a new or inventive journey but it s encouraging to see a three dimensional average middle aged woman s experience of self discovery handled with such sensitivity,1
though an important political documentary this doe not really make the case the kissinger should be tried a a war criminal,1
cannon s confidence and laid back good spirit are with the drumming routine among the film s saving grace,1
in it understanding often funny way it tell a story whose restatement is validated by the changing composition of the nation,1
she may not be real but the laugh are,1
a fiercely clever and subtle film capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionary,1
ok arthouse the power of this script and the performance that come with it is that the whole damned thing didn t get our moral hackle up,1
the movie itself is far from disappointing offering an original take on courtroom movie a few nifty twist that are so crucial to the genre and another first rate performance by top billed star bruce willis,1
about schmidt is undoubtedly one of the finest film of the year if you re not deeply touched by this movie check your pulse,1
the charm of revolution o is rather the way it introduces you to new fervently held idea and fanciful thinker,1
until it final minute this is a perceptive study of two family in crisis and of two girl whose friendship is severely tested by bad luck and their own immaturity,1
offer the flash of rock video fused with solid performance and eerie atmosphere,1
filmmaker dana janklowicz mann and amir mann area headed east far east in retelling a historically significant and personal episode detailing how one international city welcomed ten of thousand of german jewish refugee while the world s democracie,1
for all it problem the lady and the duke surprisingly manages never to grow boring which prof that rohmer still ha a sense of his audience,1
an edifying glimpse into the wit and revolutionary spirit of these performer and their era,1
craig bartlett and director tuck tucker should be commended for illustrating the merit of fighting hard for something that really matter,1
the film is saved from aren t kid cute sentimentality by a warmth that isn t faked and a stately sense of composition,1
this is one of the year s best film,1
a fleet footed and pleasingly upbeat family diversion,1
sorvino is delightful in the central role she nearly glow with enthusiasm sensuality and a conniving wit,1
it s immensely ambitious different than anything that s been done before and amazingly successful in term of what it s trying to do,1
the story once it get rolling is nothing short of a great one,1
great performance stylish cinematography and a gritty feel help make gangster no a worthwhile moviegoing experience,1
mr deed is suitable summer entertainment that offer escapism without requiring a great deal of thought,1
it s an ambitious film and a with all ambitious film it ha some problem but on the whole you re gonna like this movie,1
chaiken ably balance real time rhythm with propulsive incident,1
this is an extraordinary film not least because it is japanese and yet feel universal,1
in a summer overrun with movie dominated by cgi alien and super hero it revigorates the mind to see a feature that concentrate on people a project in which the script and character hold sway,1
there s just something about watching a squad of psychopathic underdog whale the tar out of unsuspecting lawman that reach across time and distance,1
a funny and touching film that is gorgeously acted by a british cast to rival gosford park s,1
there s nothing more satisfying during a summer of event movie than a spy thriller like the bourne identity that s packed with just a much intelligence a action,1
i m not generally a fan of vegetable but this batch is pretty cute,1
qutting may be a flawed film but it is nothing if not sincere,1
beautifully crafted engaging filmmaking that should attract upscale audience hungry for quality and a nostalgic twisty yarn that will keep them guessing,1
a thoughtful and surprisingly affecting portrait of a screwed up man who dared to mess with some powerful people seen through the eye of the idealistic kid who chooses to champion his ultimately losing cause,1
a cultural wildcard experience wacky different unusual even nutty,1
daughter from danang reveals that effort toward closure only open new wound it doesn t flinch from it unsettling prognosis namely that the legacy of war is a kind of perpetual pain,1
for most of it footage the new thriller prof that director m night shyamalan can weave an eerie spell and that mel gibson can gasp shudder and even tremble without losing his machismo,1
this is not an easy film but it could be by it art and heart a necessary one,1
a very good film sits in the place where a masterpiece should be,1
spellbinding fun and deliciously exploitative,1
it s jagger s bone dry mournfully brittle delivery that give the film it bittersweet bite,1
impossible a it may sound this film s heart is even more embracing than monty if only because it accepts nasty behavior and severe flaw a part of the human condition,1
despite the predictable parent v child coming of age theme first class natural acting and a look at the real american make this a charmer,1
one of the smarter offering the horror genre ha produced in recent memory even if it s far tamer than advertised,1
one of recent memory s most thoughtful film about art ethic and the cost of moral compromise,1
the film doesn t sustain it initial promise with a jarring new agey tone creeping into the second half,1
blade ii is a estrogen free a movie get so you might want to leave your date behind for this one or she s gonna make you feel like you owe her big time,1
the message is that even the most unlikely can link together to conquer all kind of obstacle whether they be of nature of man or of one another,1
many a parent and their teen or preteen kid could bond while watching a walk to remember so could young romantic out on a date,1
all leather pant augmented boob hawn is hilarious a she try to resuscitate the fun loving libertine lost somewhere inside the conservative handbag clutching sarandon,1
the member manage to pronounce kok exactly a you think they might thus giving the cast ample opportunity to use that term a often a possible it s very beavis and butthead yet always seems to elicit a chuckle,1
while this gentle and affecting melodrama will have luvvies in rapture it s far too slight and introspective to appeal to anything wider than a niche audience,1
chicago offer much colorful eye candy including the spectacle of gere in his dancing shoe hoofing and crooning with the best of them,1
a difficult but worthy film that bite off more than it can chew by linking the massacre of armenian in with some difficult relationship in the present,1
by and large this is mr kilmer s movie and it s his strongest performance since the door,1
some of the most ravaging gut wrenching frightening war scene since saving private ryan have been recreated by john woo in this little known story of native american and their role in the second great war,1
a charming but slight comedy,1
henry bean s thoughtful screenplay provides no easy answer but offer a compelling investigation of faith versus intellect,1
a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family,1
playing a role of almost bergmanesque intensity bisset is both convincing and radiant,1
a smart provocative drama that doe the nearly impossible it get under the skin of a man we only know a an evil monstrous lunatic,1
an alternately fascinating and frustrating documentary,1
griffin co manage to be spectacularly outrageous,1
nair s cast is so large it s altman esque but she deftly spin the multiple story in a vibrant and intoxicating fashion,1
the movie play up the cartoon s more obvious strength of snazziness while neglecting it le conspicuous writing strength,1
poignant japanese epic about adolescent anomie and heartbreak,1
we ve seen it all before in one form or another but director hoffman with great help from kevin kline make u care about this latest reincarnation of the world s greatest teacher,1
secretary is not a movie about fetishism it is a movie about passion,1
even though it s common knowledge that park and his founding partner yong kang lost kozmo in the end you can t help but get caught up in the thrill of the company s astonishing growth,1
although some viewer will not be able to stomach so much tongue in cheek weirdness those who do will have found a cult favorite to enjoy for a lifetime,1
what could have easily become a cold calculated exercise in postmodern pastiche wind up a powerful and deeply moving example of melodramatic moviemaking,1
a delightful surprise because despite all the backstage drama this is a movie that tell story that work is charming is moving is funny and look professional,1
the imax screen enhances the personal touch of manual animation,1
doe an impressive job of relating the complicated history of the war and of filling in the background,1
it s all about anakin and the lustrous polished visuals rich in color and creativity and of course special effect,1
lack the inspiration of the original and ha a bloated plot that stretch the running time about minute past a child s interest and an adult s patience but it also ha many of the thing that made the first one charming,1
it s funny touching dramatically forceful and beautifully shot,1
it rawness and vitality give it considerable punch,1
a live wire film that never loses it ability to shock and amaze,1
the year s greatest adventure and jackson s limited but enthusiastic adaptation ha made literature literal without killing it soul a feat any thinking person is bound to appreciate,1
it s fairly solid not to mention well edited so that it certainly doesn t feel like a film that stray past the two and a half mark,1
brim with passion for word for it eccentric accident prone character and for the crazy thing that keep people going in this crazy life,1
it s secondary to american psycho but still ha claw enough to get inside you and stay there for a couple of hour,1
the hour a delicately crafted film is an impressive achievement in spite of a river of sadness that pours into every frame,1
fudge fact and fancy with such confidence that we feel a if we re seeing something purer than the real thing,1
this is unusual food for thought cinema that s a entertaining a it is instructive,1
with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi s dong stake out the emotional heart of happy,1
nohe s documentary about the event is sympathetic without being gullible he isn t blind to the silliness but also capture moment of spontaneous creativity and authentic co operative interaction,1
it may not be a cutting a witty or a true a back in the glory day of weekend and two or three thing i know about her but who else engaged in filmmaking today is so cognizant of the cultural and moral issue involved in the process,1
secret ballot is a funny puzzling movie ambiguous enough to be engaging and oddly moving,1
although devoid of objectivity and full of nostalgic comment from the now middle aged participant dogtown and z boy ha a compelling story to tell,1
it s got some pretentious eye rolling moment and it didn t entirely grab me but there s stuff here to like,1
birthday girl walk a tricky tightrope between being wickedly funny and just plain wicked,1
a muted freak out,1
the enjoyable undercover brother a zany mix of saturday night live style parody s blaxploitation film and goofball action comedy gone wild dish out a ton of laugh that everyone can enjoy,1
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life s harshness,1
jackson is always watchable,1
to the degree that ivans xtc work it s thanks to huston s revelatory performance,1
a wild ride of a movie that keep throwing fastball,1
confession is without a doubt a memorable directorial debut from king hunk,1
weird vulgar comedy that s definitely an acquired taste,1
a cynical and serious look at teenage boy doing what they do best being teenager,1
the film is a very good viewing alternative for young woman,1
australian filmmaker david flatman us the huge screen format to make an old fashioned nature film that educates viewer with word and picture while entertaining them,1
a dazzling dream of a documentary,1
a keep em guessing plot and an affectionate take on it screwed up character,1
moving and vibrant,1
brave and sweetly rendered love story,1
the film prof unrelentingly grim and equally engrossing,1
a hallmark film in an increasingly important film industry and worth the look,1
the last kiss will probably never achieve the popularity of my big fat greek wedding but it provocative central wedding sequence ha far more impact,1
if you like blood gut and crazy beast stalking men with gun though you will likely enjoy this monster,1
the difference between cho and most comic is that her confidence in her material is merited,1
sad to say it accurately reflects the rage and alienation that fuel the self destructiveness of many young people,1
there is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye,1
anyone with a passion for cinema and indeed sex should see it a soon a possible,1
seek to transcend it genre with a curiously stylized quasi shakespearean portrait of pure misogynist evil,1
mordantly funny and intimately knowing,1
what make the movie special is it utter sincerity,1
fast and funny an action cartoon that s suspenseful enough for older kid but not too scary for the school age crowd,1
one of those rare film that come by once in a while with flawless amount of acting direction story and pace,1
the aaa of action xxx is a blast of adrenalin rated eee for excitement and vin diesel is the man,1
earnest unsubtle and hollywood predictable green dragon is still a deeply moving effort to put a human face on the travail of thousand of vietnamese,1
an ambitious movie that like shiner s organizing of the big fight pull off enough of it effect to make up for the one that don t come off,1
nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional woman emerging with a fine character study that s short on plot but rich in the tiny revelation of real life,1
the film s unhurried pace is actually one of it strength entirely appropriately the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn,1
despite it floating narrative this is a remarkably accessible and haunting film,1
vibrantly colored and beautifully designed metropolis is a feast for the eye,1
sweetly sexy funny and touching,1
while dark water isn t a complete wash no pun intended watched side by side with ringu it ultimately come off a a pale successor,1
is truth stranger than fiction in screenwriter charlie kaufman s world truth and fiction are equally strange and his for the taking,1
for decade we ve marveled at disney s rendering of water snow flame and shadow in a hand drawn animated world prepare to marvel again,1
a witty low key romantic comedy,1
more good than great but freeman and judd make it work,1
if you re looking for a smart nuanced look at de sade and what might have happened at picpus sade is your film,1
could have been crisper and punchier but it s likely to please audience who like movie that demand four hanky,1
together writer director danny verete s three tale comprise a powerful and reasonably fulfilling gestalt,1
bursting through the constraint of it source this is one adapted from television movie that actually look a if it belongs on the big screen,1
quite endearing,1
it almost too spectacular coastal setting distracts slightly from an eccentric and good naturedly aimless story,1
in other word it s just another sport drama character study yet this one make up for in heart what it lack in outright newness plus like i already mentioned it s robert duvall c mon,1
this story of a determined woman s courage to find her husband in a war zone offer winning performance and some effecting moment,1
like shrek spirit s visual imagination reminds you of why animation is such a perfect medium for child because of the way it allows the mind to enter and accept another world,1
a modestly made but profoundly moving documentary,1
it irritates and saddens me that martin lawrence s latest vehicle can explode obnoxiously into screen while something of bubba ho tep s clearly evident quality may end up languishing on a shelf somewhere,1
not everything in this ambitious comic escapade work but coppola along with his sister sofia is a real filmmaker it must be in the gene,1
the performer are so spot on it is hard to conceive anyone else in their role,1
this slight premise work because of the ideal casting of the masterful british actor ian holm a the aged napoleon,1
hashiguchi cover this territory with wit and originality suggesting that with his fourth feature the first to be released in the u s a major director is emerging in world cinema,1
although the film boil down to a lightweight story about matchmaking the character make italian for beginner worth the journey,1
the dragon are the real star of reign of fire and you won t be disappointed,1
kudos to the most enchanting film of the year,1
it work well enough since the thrill pop up frequently and the dispatching of the cast is a often imaginative a it is gory,1
colorful and deceptively buoyant until it suddenly pull the rug out from under you burkinabe filmmaker dani kouyate s reworking of a folk story whose root go back to th century oral tradition is also a pointed political allegory,1
it s a powerful though flawed movie guaranteed to put a lump in your throat while reaffirming washington a possibly the best actor working in movie today,1
director paul cox s unorthodox abstract approach to visualizing nijinsky s diary is both stimulating and demanding,1
for often hilarious minute cho riff on the diciness of colonic on straight versus gay personal ad on how men would act if they had period and on the peril of a certain outre sexual practice,1
most of the thing that made the original men in black such a pleasure are still there,1
mostly honest this somber picture reveals itself slowly intelligently artfully,1
best enjoyed a a work of fiction inspired by real life event those seeking a definitive account of eisenstein s life would do better elsewhere,1
westbrook make a wonderful subject for the camera,1
a film that s flawed and brilliant in equal measure,1
even if invincible is not quite the career peak that the pianist is for roman polanski it demonstrates that werner herzog can still leave u with a sense of wonder at the diverse marvelously twisted shape history ha taken,1
ultimately too repellent to fully endear itself to american art house audience but it is notable for it stylistic austerity and forcefulness,1
hardly a film that come along every day,1
harmless fun,1
a wild ride with eight boarder from venice beach that wa a deserved co winner of the audience award for documentary at the sundance film festival,1
the film s only misstep come from the script s insistence on providing deep emotional motivation for each and every one of abagnale s antic,1
a sweet tender sermon about a year old welsh boy more curious about god than girl who learns that believing in something doe matter,1
the film belongs to the marvelous verdu a sexy slip of an earth mother who mourns her tragedy in private and embrace life in public,1
more intimate than spectacular e t is carried le by wow factor than by it funny moving yarn that hold up well after two decade,1
for once a movie doe not proclaim the truth about two love struck somebody but permit them time and space to convince u of that all on their own,1
